filename,Descriptors__MaxAbsEStateIndex,Descriptors__MinAbsEStateIndex,Descriptors__MinEStateIndex,Descriptors__qed,Descriptors__SPS,Descriptors__MaxPartialCharge,Descriptors__MinPartialCharge,Descriptors__BCUT2D_MWHI,Descriptors__BCUT2D_LOGPLOW,Descriptors__BCUT2D_MRLOW,Descriptors__AvgIpc,Descriptors__BalabanJ,Descriptors__BertzCT,Descriptors__Chi4v,Descriptors__Ipc,Descriptors__Kappa2,Descriptors__PEOE_VSA6,Descriptors__PEOE_VSA7,Descriptors__PEOE_VSA9,Descriptors__SMR_VSA10,Descriptors__SMR_VSA2,Descriptors__SMR_VSA6,Descriptors__SMR_VSA7,Descriptors__SlogP_VSA1,Descriptors__SlogP_VSA12,Descriptors__SlogP_VSA3,Descriptors__SlogP_VSA6,Descriptors__EState_VSA10,Descriptors__EState_VSA8,Descriptors__VSA_EState10,Descriptors__VSA_EState5,Descriptors__VSA_EState6,Descriptors__VSA_EState8,Descriptors__FractionCSP3,Descriptors__NHOHCount,Descriptors__fr_Al_COO,Descriptors__fr_C_O_noCOO,Descriptors3D__Eccentricity,Descriptors3D__InertialShapeFactor,Descriptors3D__NPR2,Descriptors3D__PMI1,Descriptors3D__PMI2,Descriptors3D__SpherocityIndex
HMT,7.885833333,0.016875,-3.177083333,0.426761258,105.6,0.060389318,-0.264357216,15.6598878,-2.709739386,-0.19434761,2.006597663,2.412958152,383.6563706,0.868328157,20316.80133,1.707240443,0.0,0.0,56.17386948,0.0,0.0,39.7247668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0625,1.0,0,0,0,0.022790981,0.003674177,0.999925705,272.1495533,272.2000373,0.99986937
HPA,11.91088353,3.385683461,-5.642642865,0.482790226,42.2,0.325061927,-0.324422009,31.19088875,-1.866926373,0.370503499,2.434220514,6.544207009,529.8750084,0.351748508,49813.8886,4.888623338,25.97066682,6.372924901,0.0,7.595762327,2.862399314,6.114013306,0.0,0.0,7.595762327,4.565048285,0.0,4.565048285,9.791384798,0.0,0.0,0.0,-3.769656439,1.0,2,0,0,0.995402807,0.006480515,0.986802171,152.2721926,1568.877525,0.144155026
HS,7.941053123,1.1825411,-4.454774857,0.454943515,53.23076923,0.038022781,-0.162008018,32.16649058,-1.847892657,0.69967002,2.634605521,6.899671912,813.5945394,0.507732772,10149456.83,12.35,51.94133364,24.15576357,0.0,11.76188495,0.0,11.40991377,0.0,0.0,11.76188495,0.0,0.0,0.0,0.0,-1.1825411,0.0,0.0,-7.842637415,1.0,0,0,0,0.99418325,0.002148309,0.912169227,424.5987019,3596.09674,0.074560436
HT,7.51625,0.46627055,-3.891041667,0.425325712,50.85714286,0.102211365,-0.179363901,32.11686592,-1.739109954,0.707120521,2.257924097,6.137022423,379.415696,0.139046554,8054.015255,6.35,25.97066682,12.07788179,0.0,12.53269604,1.123799173,5.704956885,0.0,0.0,12.53269604,0.0,0.0,0.0,0.0,-0.46627055,0.0,0.0,-3.596476403,1.0,0,0,0,0.998954286,0.021435429,0.973421234,45.41179162,966.8555815,0.157035846
HYD,6.579861111,0.310972222,-1.84375,0.241741598,37.0,2.259139306,-0.686236928,15.99900202,-2.587536871,-0.378689322,1.650309744,3.702086145,81.12704562,0.0,59.4111508,101.1022222,0.0,0.0,0.0,0.0,2.847603328,0.0,0.0,11.65046429,0.0,0.0,0.0,0.0,5.480753428,0.0,-2.154722222,0.0,0.0,0.0,7,0,0,0.981756431,0.039039988,0.851635979,21.81445307,97.70533761,0.219594403
ISA,6.9375,3.166666667,-3.166666667,0.428404794,47.0,0.210416358,-0.393706902,16.26364309,-1.848436775,0.215624827,1.805472299,4.951010561,140.666358,0.0,173.3253407,1.297837838,0.0,13.70378423,1.370758556,0.0,1.431199657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-6.333333333,1.0,1,0,0,0.833869153,0.010010384,0.590385537,58.97731071,63.08285831,0.428990222
LA,11.56210455,2.418979291,-4.808286092,0.541252579,46.57142857,0.302839557,-0.48123039,16.36512498,-1.929208723,-0.136651836,2.700885742,7.255806387,894.5672061,0.301031036,9216613.242,10.55019246,57.83529133,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.418979291,0.0,-3.994188238,0.916666667,1,1,0,0.999772861,0.009212673,0.985673719,106.9910682,4948.164057,0.056395494
LAA,11.34945625,1.093096655,-3.464212963,0.385005401,44.5,0.377497234,-0.5050473,16.5826008,-2.310893941,-0.147321662,2.676818284,3.488535823,441.1732595,0.577019551,17554.57431,2.99698026,0.0,0.0,12.04201947,5.969305288,5.724798629,6.558985243,11.51832974,0.0,0.0,9.531400138,11.51832974,4.794537184,25.17209572,0.0,-3.794596088,0.0,-3.432502834,0.5,4,0,1,0.960082876,0.002523324,0.767582149,304.1948931,834.7567615,0.16578561
LC,10.86520833,0.263935185,-3.068287037,0.424381502,34.14285714,0.320822211,-0.480063884,32.11686661,-2.309520288,-0.137419425,2.139877249,5.201604263,224.9804469,0.125,678.3410878,2.872924705,0.0,0.0,1.370758556,18.50200133,2.55499883,5.704956885,0.0,5.719716976,12.53269604,4.794537184,0.0,4.794537184,5.108808191,-0.263935185,-1.729398148,-3.068287037,0.0,0.666666667,3,1,0,0.971476518,0.007576394,0.898211749,118.5539866,449.0532284,0.419868731
LCEE,11.94774691,0.484241229,-3.63912037,0.439746957,37.9,2.17199715,-0.588958562,35.45300072,-2.659950882,-0.400528324,2.34650656,5.917896025,410.2299032,0.219686143,15850.65181,7.180253583,0.0,6.851892117,15.00545924,30.82498216,2.281701343,12.26394213,0.0,5.712741725,24.85567687,9.531400138,0.0,4.794537184,4.736862954,4.539018106,-2.197662037,-3.63912037,-7.065506661,0.8,3,0,1,0.930717256,0.001607398,0.774585829,481.888063,1020.572439,0.264303909
MA,11.64800804,2.473122142,-4.987831869,0.488350504,47.75,0.302839557,-0.48123039,16.36512748,-1.929394031,-0.136652296,2.804983937,7.490740027,1078.392769,0.363531036,104412783.8,12.5391085,70.58114113,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.473122142,0.0,-4.059798636,0.928571429,1,1,0,0.999871175,0.008098351,0.990158884,122.2667353,7542.45189,0.04499997
MHA,11.12321956,0.472201935,-3.884212963,0.458367182,36.44444444,0.302839561,-0.48123039,32.11686607,-1.928905706,-0.136644151,2.358911816,6.062261647,406.5518319,0.190077591,10961.86321,5.947877238,6.372924901,18.45080669,0.0,18.50200133,2.55499883,5.704956885,0.0,0.0,12.53269604,4.794537184,0.0,4.794537184,5.108808191,-0.472201935,-2.091423375,0.0,0.0,0.833333333,1,1,0,0.998777465,0.011706456,0.960811883,82.07538408,1595.285415,0.125755805
MLA,10.32952003,1.122916667,-1.453333333,0.48598391,18.0,0.328065864,-0.47807075,16.37046114,-1.91203742,-0.133714396,2.122800175,4.680167927,211.2123595,0.102062073,358.7532296,2.787963713,0.0,0.0,2.741517112,11.93861058,2.862399314,0.0,12.10414349,0.0,0.0,9.589074368,12.10414349,9.589074368,10.21761638,0.0,-2.906666667,-2.245833333,0.0,0.0,2,2,0,0.988758904,0.009260368,0.85383229,92.20284743,526.5280542,0.010265243
N-DPT,8.044156274,0.211552816,-0.780498866,0.769283107,20.0,0.174765942,-0.332489165,32.0920465,-2.182686385,1.596294977,2.665951299,2.604856297,858.950105,0.997468077,809382.8143,5.279057444,36.25451225,36.38754827,13.70758556,28.70508288,0.0,10.61962671,60.42418708,10.61962671,12.21787344,0.0,60.42418708,0.0,0.0,4.945566893,0.0,-7.152187346,0.0,0.0,2,0,0,0.994289499,0.003152224,0.94126094,298.6021296,2633.73287,0.119661134
NA_,11.37509993,2.302252023,-4.457086168,0.578319877,44.0,0.302839557,-0.48123039,16.36512123,-1.928024335,-0.136651252,2.509561471,6.77099238,629.7332673,0.207281036,237698.1338,7.575596621,38.71651662,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.302252023,0.0,-3.851893752,0.888888889,1,1,0,0.999050588,0.009865755,0.984705197,99.81042845,2256.019673,0.104712211
NEt3,7.45625,0.875,-3.9,0.51837487,53.57142857,0.042768126,-0.304159943,15.09580003,-2.211235291,0.320927429,2.089104425,6.53393457,333.9128722,0.083852549,8826.466197,4.127785235,20.55567635,19.49057905,0.0,0.0,0.0,19.49057905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.8125,1.0,0,0,0,0.821425634,0.002590403,0.570326317,220.1689575,220.1730796,0.338698412
NH2OH,5.916666667,0.208333333,-0.208333333,0.348404449,25.5,0.237190946,-0.319641792,16.41438797,-1.718628991,0.311191914,1.378783493,2.539538861,20.85475297,0.0,9.651484454,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88302497,0.0,0.0,0.0,0.0,5.209533821,0.0,-0.208333333,0.0,0.0,0.0,3,0,0,0.991135334,0.369727124,0.997776412,2.698683292,20.26765875,0.176126784
NH3-H2O,5.75,0.25,-0.25,0.379708901,29.5,0.205754761,-0.411509522,15.9990005,-0.480605227,0.823799237,1.325011211,0.0,19.28695648,0.0,15.90013453,0.92,0.0,0.0,0.0,0.0,2.862399314,0.0,0.0,6.129620598,0.0,0.0,0.0,0.0,5.480753428,0.0,0.0,0.0,0.0,0.0,5,0,0,0.999006896,0.281542196,0.989654126,3.515118297,78.07623296,0.207883425
NH4Ac,9.861111111,0.25,-2.789930556,0.435025776,26.2,0.299684553,-0.481433475,16.36393027,-1.777043902,-0.133929468,1.824591778,0.0,129.103403,0.0,160.5640764,3.43,0.0,0.0,0.0,5.969305288,1.431199657,0.0,0.0,6.129620598,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-1.502314815,0.0,-2.789930556,0.5,4,1,0,0.982533579,0.017372052,0.836837178,48.17146347,216.6299855,0.126843002
NLA,7.809141156,0.960660754,-4.523894558,0.54473967,54.3,0.118379135,-0.330473504,14.50902706,-1.968665317,0.592584438,2.515034662,6.913418908,654.2517813,0.18420085,463566.1588,8.96,45.08944153,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.811832772,1.0,2,0,0,0.999598426,0.017009989,0.986170192,57.97594665,2017.648651,0.088101116
NMP,11.41590278,0.347222222,-3.230671296,0.425686211,63.71428571,0.221873564,-0.345748915,16.15310778,-2.173220282,-0.126031391,2.064131509,3.424632842,331.2812714,0.243993239,1263.248483,1.523475772,0.0,6.372924901,0.0,5.907179729,0.0,13.47268658,0.0,0.0,0.0,4.794537184,0.0,4.794537184,0.0,0.0,-1.706018519,0.0,-6.447800926,0.8,0,0,1,0.884407678,0.004319366,0.585394375,135.5278445,169.9906947,0.269508193
NVP,11.55430556,0.122685185,-3.181712963,0.488692043,54.25,0.226055117,-0.319671229,16.15325108,-2.158559169,-0.124969213,2.23069874,3.474534954,396.2902593,0.322716712,2600.99473,1.987228406,6.531038962,12.54893143,4.112275669,5.907179729,0.0,6.496859684,12.70704549,0.0,0.0,4.794537184,12.70704549,4.794537184,0.0,0.0,-1.602314815,0.0,-4.32537037,0.5,0,0,1,0.925591434,0.004193937,0.651614498,155.3705868,267.4644126,0.165582738
Na-CIT,11.89370181,0.260216915,-3.509189815,0.494045118,17.0,0.0,0.0,0.0,0.0,0.0,2.447648787,6.466174563,5469.130174,1.158141987,17601.04242,8.468127144,0.0,0.0,0.0,17.90791586,1.431199657,0.0,0.0,92.4962271,0.0,14.38361155,0.0,14.38361155,12.38174115,-0.83313618,-5.018229088,0.0,0.0,0.5,1,3,3,0.87573973,0.001225983,0.838764098,684.1564457,1188.61942,0.596640682
Na-HDS,12.15282882,0.895954721,-5.821974583,0.2477301,46.0952381,0.0,0.023035333,0.0,0.0,0.0,2.941735806,7.821355106,3194.092537,1.014046554,5352744937.0,15.79233596,38.71651662,0.0,0.0,10.11812686,0.0,5.704956885,0.0,28.40776471,0.0,11.98866032,0.0,8.417796984,1.870533464,-0.895954721,0.0,0.0,-4.137874054,1.0,0,0,0,0.999918499,0.004308,0.995853915,231.16386,18031.29877,0.034298661
Na-LAA,11.44822169,0.122391818,-3.333737402,0.313230046,41.07692308,0.0,0.0,0.0,0.0,0.0,2.676818284,3.488535823,1899.011313,1.133205769,17554.57431,4.296155426,0.0,0.0,0.0,5.969305288,4.293598972,6.558985243,11.51832974,28.40776471,0.0,11.95571112,11.51832974,4.794537184,20.06328753,-0.122391818,-3.035089916,0.0,-3.333737402,0.5,3,0,1,0.921051887,0.001258327,0.654193239,519.8912921,873.3295804,0.164725573
OA,11.7304664,2.497915947,-4.921492909,0.290516942,47.8,0.302839557,-0.48123039,16.36513221,-1.928441849,-0.136652993,2.970746662,7.71192955,1442.277464,0.488531036,6964441628.0,16.26491488,69.93943482,31.86462451,2.741517112,5.969305288,1.431199657,0.0,12.10414349,0.0,0.0,4.794537184,12.10414349,4.794537184,5.108808191,0.0,-2.497915947,-5.12699954,-4.092839343,0.833333333,1,1,0,0.999930072,0.00579143,0.993881965,171.6125462,14422.85796,0.032829685
OCEA,11.01067519,1.593407502,-3.993849797,0.471686157,39.6,0.327475557,-0.478081999,16.36452483,-1.848384857,-0.13095098,2.421398643,6.364148845,529.3827562,0.176031036,37059.50623,6.33180268,25.64981367,12.7458498,2.741517112,5.969305288,1.431199657,0.0,12.10414349,0.0,0.0,4.794537184,12.10414349,4.794537184,5.108808191,0.0,-1.820307579,-3.32029006,-3.670894353,0.625,1,1,0,0.998291044,0.010422171,0.982117192,94.23346032,1583.702619,0.139865702
OCT,7.727083333,0.923780589,-4.38,0.547073684,54.11111111,0.118379135,-0.330473504,14.50900912,-1.968154685,0.611798225,2.438202493,6.722418464,568.9729249,0.15295085,136068.7665,7.96,38.71651662,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.685404856,1.0,2,0,0,0.999384459,0.018643392,0.98267846,52.70921006,1476.458499,0.105090942
OCT-HBr,7.82714888,1.501387537,-4.425334467,0.59288969,51.5,2.140090401,-0.601339258,79.90400014,-2.495097666,-0.368019232,2.516976994,6.85306487,631.2079495,0.15295085,323459.2304,12.14817436,32.34359172,12.7458498,2.741517112,16.84889979,0.943093339,6.496859684,0.0,5.712741725,16.84889979,0.0,0.0,0.0,16.84889979,2.31375064,0.0,0.0,-7.8117676,1.0,3,0,0,0.995156794,0.002949036,0.922880883,312.9432929,2938.030715,0.127725963
OCT-HCl,7.805881519,1.161109759,-4.453112245,0.531696757,51.5,2.171167027,-0.601339258,35.45300042,-2.49509767,-0.368019257,2.516976994,6.85306487,631.2079495,0.15295085,323459.2304,11.97770511,32.34359172,12.7458498,2.741517112,12.32298083,1.15790217,6.496859684,0.0,5.712741725,12.32298083,0.0,0.0,0.0,0.0,4.998825,0.0,0.0,-7.908085897,1.0,3,0,0,0.995388129,0.003950899,0.931575966,235.7883366,2289.751356,0.129112579
OCTA,11.28801316,2.24854832,-4.294586168,0.581155704,42.8,0.302839557,-0.48123039,16.36511997,-1.926893215,-0.136650453,2.432514473,6.556665742,544.9432224,0.176031036,69759.65005,6.588063754,32.34359172,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.24854832,0.0,-3.78594124,0.875,1,1,0,0.998883451,0.011830068,0.966039603,81.65968586,1669.821095,0.102872665
ODA,8.241543108,1.139232031,-5.283974645,0.331304477,55.10526316,0.118379135,-0.330473504,14.50909295,-1.969176918,0.529929019,2.980106062,7.886580417,1487.424108,0.46545085,25686866126.0,17.96,102.4457656,12.86978459,0.0,0.0,0.0,6.496859684,0.0,5.719716976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.394497366,1.0,2,0,0,0.999950339,0.007361183,0.994732509,135.1321579,13488.01525,0.029250801
ODOH,8.229146414,3.418502567,-5.26798291,0.329060871,54.10526316,0.210036535,-0.396376569,16.249932,-1.846639558,0.281986525,2.980754198,7.864295268,1455.949243,0.463015518,17913403949.0,17.96,102.4457656,6.372924901,2.741517112,0.0,1.431199657,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-8.347610824,1.0,1,0,0,0.99993643,0.006613222,0.996389225,150.666237,13314.08755,0.0354966
ODPIA,12.22897485,3.306562374,-6.109588593,0.238744435,53.80952381,0.218444393,-0.346282284,31.12564846,-1.840545391,0.49735302,3.017767431,7.941108128,1628.680952,0.658283189,59898616946.0,18.23952947,102.4457656,6.372924901,0.0,7.973029066,2.70975422,6.114013306,0.0,0.0,7.973029066,4.565048285,0.0,4.565048285,4.895692399,0.0,0.0,0.0,-4.176621583,1.0,1,0,0,0.999940996,0.004692064,0.997806996,212.6584313,19533.43773,0.030209054
ODPOA,12.52064151,3.379479041,-6.200637976,0.238041433,49.72727273,0.325061927,-0.324422009,31.1908898,-1.881163267,0.37030072,3.049832437,7.960823448,1641.974721,0.726748508,105151000000.0,16.02354048,102.4457656,6.372924901,0.0,7.595762327,2.862399314,6.114013306,0.0,0.0,7.595762327,4.565048285,0.0,4.565048285,9.791384798,0.0,0.0,0.0,-4.181374984,1.0,2,0,0,0.999941029,0.004283992,0.997572155,232.860403,21390.05351,0.028573151
ODT,8.242920518,0.812313652,-5.251862042,0.22537185,54.10526316,0.102211365,-0.179363901,32.11686665,-1.834098875,0.531532066,2.980754198,7.864295268,1455.949243,0.514046554,17913403949.0,18.35,102.4457656,12.07788179,0.0,12.53269604,1.123799173,5.704956885,0.0,0.0,12.53269604,0.0,0.0,0.0,0.0,-0.812313652,0.0,0.0,-4.150965211,1.0,0,0,0,0.999972858,0.008472195,0.996354676,117.6028923,15903.8427,0.030042233
OLA,8.175513142,1.101215502,-4.973614626,0.286392243,53.42105263,0.118379135,-0.330473504,14.50908263,-1.968825075,0.598942695,2.974264777,7.768159898,1469.792813,0.46545085,13568758988.0,17.7,76.31235972,38.36148419,2.741517112,0.0,0.0,6.496859684,12.10414349,5.719716976,0.0,0.0,12.10414349,0.0,0.0,0.0,0.0,-5.165341121,-8.276135294,0.888888889,2,0,0,0.999949476,0.007588775,0.996289371,131.2846127,13011.90534,0.032314954
OLA-HBr,8.181685982,0.0,-5.022004294,0.347361826,52.0,0.344006605,-1.0,79.90400029,-2.996004406,-0.368021578,2.969895767,0.0,1519.623898,0.46545085,17651082157.0,21.47781225,69.93943482,38.23754941,11.97989391,0.0,0.0,6.496859684,12.10414349,22.69419258,0.0,0.0,12.10414349,0.0,0.0,0.0,0.0,-5.206905247,-8.575791919,0.888888889,3,0,0,0.999853919,0.002625636,0.98835379,376.4244899,21766.80725,0.034350174
OLA-HI,8.230487635,0.94192058,-4.993682535,0.18672712,52.15,2.135463352,-0.601339258,126.9040002,-2.495099905,-0.368020346,3.012181541,7.814956432,1541.67215,0.46545085,31644137976.0,21.7234449,69.93943482,38.23754941,5.483034225,23.77848602,0.57899437,6.496859684,12.10414349,5.712741725,23.77848602,0.0,12.10414349,0.0,0.0,0.94192058,0.0,-5.174713573,-8.348111931,0.888888889,3,0,0,0.999773207,0.001835558,0.984870442,536.551103,24813.30833,0.03654508
OLOH,8.156994624,2.570122351,-4.945633121,0.284425391,52.42105263,0.210036535,-0.396376569,16.24993182,-1.831363927,0.282052234,2.974890094,7.743914385,1438.34476,0.463015518,9462458325.0,17.7,76.31235972,31.86462451,5.483034225,0.0,1.431199657,6.558985243,12.10414349,0.0,0.0,0.0,12.10414349,0.0,5.108808191,0.0,0.0,-5.142041458,-8.229248752,0.888888889,1,0,0,0.999948409,0.007464703,0.996173707,133.4512191,13087.58419,0.033043313
OPA,12.1042666,3.387289675,-5.818935946,0.483296322,44.5,0.325061927,-0.324422009,31.19088893,-1.875013422,0.370349358,2.580433878,6.946158831,701.4316718,0.414248508,576025.0936,6.642865301,38.71651662,6.372924901,0.0,7.595762327,2.862399314,6.114013306,0.0,0.0,7.595762327,4.565048285,0.0,4.565048285,9.791384798,0.0,0.0,0.0,-3.894754486,1.0,2,0,0,0.998477013,0.005958554,0.990146309,166.1722455,2982.360676,0.098968436
OT,7.731712963,0.573664454,-4.280234316,0.431295494,52.0,0.102211365,-0.179363901,32.11686604,-1.77918581,0.627053183,2.440609247,6.652278162,542.0551023,0.201546554,94964.10581,8.35,38.71651662,12.07788179,0.0,12.53269604,1.123799173,5.704956885,0.0,0.0,12.53269604,0.0,0.0,0.0,0.0,-0.573664454,0.0,0.0,-3.78045963,1.0,0,0,0,0.999565787,0.01691834,0.983409822,58.12684981,1939.957253,0.107196336
PA,11.71491202,2.515471614,-5.134199224,0.413489783,48.66666667,0.302839557,-0.48123039,16.36512998,-1.929455998,-0.136652747,2.895919892,7.679508606,1267.066126,0.426031036,1175893488.0,14.53071645,83.32699093,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.515471614,0.0,-4.11098234,0.9375,1,1,0,0.99990744,0.006694942,0.99263438,148.2663145,10817.21689,0.037694368
PD,7.49125,3.425758692,-4.013958333,0.516895098,46.0,0.210036535,-0.396376569,16.25180906,-1.850951937,0.265068474,2.368008513,6.191888138,364.1372427,0.113531036,14930.29368,6.92,12.7458498,12.7458498,5.483034225,0.0,2.862399314,13.11797049,0.0,0.0,0.0,0.0,0.0,0.0,10.21761638,0.0,0.0,0.0,-7.34431335,1.0,2,0,0,0.999240675,0.023194012,0.979568866,42.23369603,1061.812294,0.15003504
PHA,7.987842026,0.065740741,-0.480794596,0.49697997,18.85714286,0.096401256,-0.253960355,14.72256339,-1.82617678,1.374352634,2.469948042,2.737777805,890.6261729,1.227418694,77185.8763,2.77102896,24.16967483,12.08483742,21.99946988,21.80584986,0.0,0.0,48.60030267,0.0,0.0,0.0,48.60030267,0.0,9.967957042,0.0,0.0,-2.555190014,0.0,0.0,0,0,0,0.964715154,0.002354079,0.736705777,312.9486288,875.6352102,2.73e-06
PVP,13.59212341,0.985160817,-5.332615268,0.537823619,65.875,0.386355231,-0.369630628,16.15792284,-2.434500878,-0.429446722,3.149517366,2.69367204,1601.394896,1.545556428,6061449175.0,7.447763861,6.017892468,19.1187747,7.743683457,23.91219141,0.0,19.49057905,6.875840478,0.0,0.0,14.38361155,0.0,15.75437011,0.0,0.0,-7.830095719,-10.26735107,-15.71589732,0.722222222,0,0,3,0.96464825,0.00090121,0.930816572,1032.851689,3647.994773,0.27057345
SA,11.76849441,2.54948679,-5.255626943,0.336041979,49.4,0.302839557,-0.48123039,16.36513249,-1.929476882,-0.136653196,2.976655768,7.83455278,1459.990333,0.488531036,13184637690.0,16.52414185,96.07284074,6.372924901,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,4.794537184,5.108808191,0.0,-2.54948679,0.0,-4.152020379,0.944444444,1,1,0,0.999944649,0.006320861,0.996879396,157.7126049,14943.04462,0.032698798
SDS,11.55773026,0.69793691,-5.393310311,0.215813375,42.0,0.0,0.0,0.0,0.0,0.0,2.75639287,7.371606843,2767.3345,0.797294845,61623947.72,12.8812789,19.59774192,0.0,0.0,10.39900058,0.0,6.558985243,0.0,28.40776471,0.0,16.45261948,0.0,8.417796984,6.053618897,-0.69793691,0.0,0.0,-8.489195652,1.0,0,0,0,0.999649251,0.003820857,0.99554285,260.5548313,9794.538442,0.068443009
TA,16.82256346,1.36910609,-6.918763702,0.019798201,22.95081967,0.343440906,-0.504143738,16.75058197,-2.63016096,-0.28247204,0.654208211,1.385627859,8171.685666,8.450396722,6.78e+63,33.36010515,0.0,120.8483742,91.27423738,59.69305288,35.77999143,6.558985243,176.4828891,23.68431477,0.0,28.42117772,120.8483742,45.90482282,127.7202048,0.0,-84.83074259,-41.47930581,-6.30138291,0.078947368,25,0,10,0.896639008,9.6e-06,0.611736341,63700.8206,88011.3403,0.088814364
TBA,8.202019558,1.551875,-4.977933673,0.529354239,54.69230769,0.043056715,-0.303338146,15.10837512,-2.265815462,0.261094053,2.629703598,8.210940789,792.3969022,0.335410197,14369868.05,10.04361204,39.67445106,38.60935376,0.0,0.0,0.0,19.49057905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.36959892,1.0,0,0,0,0.930955474,0.000897821,0.685642584,763.6740202,1434.019451,0.152952428
TBAB,8.996605726,1.689812925,-7.040666667,0.0,70.66666667,0.0,0.0,0.0,0.0,0.0,2.879256626,10.69324124,1185.416886,1.054073727,3759328271.0,9.360615402,0.0,0.0,0.0,16.14720974,0.0,25.98743874,0.0,0.0,16.14720974,0.0,0.0,0.0,0.0,1.689812925,0.0,0.0,-43.12619785,1.0,0,0,0,0.845019945,0.000496022,0.866477572,1746.851765,2830.576783,0.66083827
TBAC,8.911536281,4.668082593,-7.380944444,0.0,70.66666667,0.0,0.0,0.0,0.0,0.0,2.879256626,10.69324124,1185.416886,0.86846497,3759328271.0,9.201016286,0.0,0.0,0.0,11.77666823,0.0,25.98743874,0.0,0.0,11.77666823,0.0,0.0,0.0,0.0,6.457343789,0.0,0.0,-43.88237069,1.0,0,0,0,0.813122235,0.000571121,0.90825831,1590.306882,2481.406757,0.673219234
TBOH,6.916666667,3.453125,-3.479166667,0.449827657,48.8,0.210811791,-0.390760088,16.27984148,-2.095551407,0.101589081,1.764028816,5.7760469,183.0084624,0.0,508.040299,0.976756002,0.0,20.55567635,5.601050811,0.0,1.431199657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-10.359375,1.0,1,0,0,0.276878047,0.00891806,0.966126707,108.3337326,108.9224274,0.676830646
TBP,8.304900216,4.10822893,-5.183819444,0.467889878,54.69230769,0.031556242,-0.106733111,31.13136879,-1.94811197,0.846809482,2.629703598,8.210940789,792.3969022,1.00623059,14369868.05,10.51045052,39.67445106,37.46081462,0.0,7.921588092,0.0,18.34203992,0.0,0.0,7.921588092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.32468679,1.0,0,0,0,0.65518685,0.000672605,0.778558585,1157.527235,1192.908388,0.520563646
TBPT,7.841753354,3.956935364,-4.662623929,0.372097223,46.6875,0.332143221,-0.312259105,31.17245019,-1.993531631,0.15547958,2.687299969,7.226857076,849.5393305,0.785057808,56195406.13,13.37531679,39.67445106,19.1187747,27.90150707,8.602392481,0.0,19.67695573,0.0,0.0,8.602392481,13.57124149,0.0,0.0,13.57124149,0.0,0.0,0.0,-25.1794898,1.0,0,0,0,0.863218249,0.000263561,0.530062149,2011.153516,2111.670105,0.08639637
TBPY,7.725115741,0.969328704,-3.657407407,0.53191532,34.2,0.083988552,-0.264715553,14.604545,-2.098389668,0.589068948,2.261851515,4.198770928,545.543051,0.414405948,28046.95879,2.409451488,20.55567635,23.06327938,5.483034225,0.0,0.0,0.0,29.99407933,0.0,0.0,5.414990469,24.43062784,0.0,4.983978521,0.0,0.0,-2.204861111,-10.97222222,0.444444444,0,0,0,0.949948606,0.004480123,0.868165732,193.7816806,538.5123737,0.40683362
TDO,8.082980206,3.422091662,-5.006672217,0.467641431,53.6,0.210036535,-0.396376569,16.24992898,-1.842070181,0.281987333,2.810123235,7.534625857,1074.710387,0.338015518,141925695.5,13.96,76.95406603,6.372924901,2.741517112,0.0,1.431199657,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-8.164586023,1.0,1,0,0,0.999909792,0.010888077,0.993792583,91.2734718,6753.234614,0.046104585
